1.000000,0.000000,1.000000,0.000000
1.100000,0.000000,0.974464,0.224544
1.197446,0.022454,0.920482,0.390786
1.289495,0.061533,0.859237,0.511579
1.375418,0.112691,0.800793,0.598941
1.455498,0.172585,0.749227,0.662314
1.530420,0.238816,0.705607,0.708604
1.600981,0.309677,0.669608,0.742715
1.667942,0.383948,0.640345,0.768087
1.731976,0.460757,0.616780,0.787136
1.793654,0.539470,0.597913,0.801561
1.853445,0.619627,0.582858,0.812574
1.911731,0.700884,0.570866,0.821043
1.968818,0.782988,0.561317,0.827601
2.024949,0.865748,0.553711,0.832709
2.080321,0.949019,0.547643,0.836712
2.135085,1.032691,0.542793,0.839867
2.189364,1.116677,0.538906,0.842366
2.243255,1.200914,0.535779,0.844358
2.296833,1.285350,0.533255,0.845954
2.350158,1.369945,0.531207,0.847242
2.403279,1.454669,0.529536,0.848287
2.456232,1.539498,0.528163,0.849143
2.509049,1.624412,0.527025,0.849850
2.561751,1.709397,0.526073,0.850439
2.614359,1.794441,0.525267,0.850938
2.666885,1.879535,0.524573,0.851366
2.719342,1.964672,0.523964,0.851741
2.771739,2.049846,0.523415,0.852078
2.824080,2.135053,0.522900,0.852394
2.876370,2.220293,0.522390,0.852707
2.928609,2.305563,0.521830,0.853050
2.980792,2.390868,0.521071,0.853513
3.032899,2.476220,0.518598,0.855018
3.011306,2.442177,0.520295,0.853986
3.063336,2.527575,0.521430,0.853294
3.115479,2.612905,0.522065,0.852906
3.167685,2.698195,0.522589,0.852585
3.219944,2.783454,0.523090,0.852278
3.272253,2.868682,0.523607,0.851960
3.324614,2.953878,0.524167,0.851616
3.377031,3.039039,0.524794,0.851229
3.429510,3.124162,0.525512,0.850786
3.482061,3.209241,0.526349,0.850268
3.534696,3.294268,0.527340,0.849654
3.587430,3.379233,0.528525,0.848918
3.640283,3.464125,0.529955,0.848026
3.693278,3.548927,0.531695,0.846936
3.746448,3.633621,0.533824,0.845595
3.799830,3.718181,0.536445,0.843935
3.853475,3.802574,0.539685,0.841867
3.907443,3.886761,0.543706,0.839276
3.961814,3.970688,0.548712,0.836012
4.016685,4.054289,0.554958,0.831878
4.072181,4.137477,0.562769,0.826614
4.128458,4.220139,0.572545,0.819873
4.185712,4.302126,0.584788,0.811186
4.244191,4.383245,0.600109,0.799918
4.304202,4.463236,0.619248,0.785196
4.366127,4.541756,0.643071,0.765807
4.430434,4.618337,0.672549,0.740053
4.497689,4.692342,0.708676,0.705534
4.568556,4.762895,0.752280,0.658843
4.643784,4.828780,0.803615,0.595149
4.724146,4.888295,0.861546,0.507679
4.810300,4.939062,0.921983,0.387231
4.902499,4.977786,0.975014,0.222145
5.000000,5.000000,1.000000,0.000000
