1.000000,0.300000,1.000000,0.000000
1.032637,0.292339,0.974464,0.224544
1.080211,0.298599,0.920482,0.390786
1.136021,0.319304,0.859237,0.511579
1.195736,0.352929,0.800793,0.598941
1.256803,0.397353,0.749227,0.662314
1.317839,0.450498,0.705607,0.708604
1.378166,0.510559,0.669608,0.742715
1.437515,0.576052,0.640345,0.768087
1.495835,0.645791,0.616780,0.787136
1.553186,0.718844,0.597913,0.801561
1.609673,0.794484,0.582858,0.812574
1.665418,0.872144,0.570866,0.821043
1.720538,0.951384,0.561317,0.827601
1.775137,1.031862,0.553711,0.832709
1.829307,1.113312,0.547643,0.836712
1.883125,1.195528,0.542793,0.839867
1.936654,1.278349,0.538906,0.842366
1.989947,1.361648,0.535779,0.844358
2.043046,1.445326,0.533255,0.845954
2.095986,1.529307,0.531207,0.847242
2.148793,1.613530,0.529536,0.848287
2.201490,1.697947,0.528163,0.849143
2.254094,1.782520,0.527025,0.849850
2.306619,1.867219,0.526073,0.850439
2.359077,1.952021,0.525267,0.850938
2.411476,2.036907,0.524573,0.851366
2.463820,2.121861,0.523964,0.851741
2.516115,2.206870,0.523415,0.852078
2.568362,2.291924,0.522900,0.852394
2.620558,2.377010,0.522390,0.852707
2.672694,2.462112,0.521830,0.853050
2.724738,2.547190,0.521071,0.853513
2.776394,2.631799,0.518598,0.855018
2.755110,2.598265,0.520295,0.853986
2.807348,2.684004,0.521430,0.853294
2.859607,2.769524,0.522065,0.852906
2.911910,2.854972,0.522589,0.852585
2.964261,2.940381,0.523090,0.852278
3.016665,3.025764,0.523607,0.851960
3.069129,3.111128,0.524167,0.851616
3.121662,3.196477,0.524794,0.851229
3.174274,3.281816,0.525512,0.850786
3.226981,3.367146,0.526349,0.850268
3.279800,3.452470,0.527340,0.849654
3.332755,3.537791,0.528525,0.848918
3.385875,3.623111,0.529955,0.848026
3.439197,3.708436,0.531695,0.846936
3.492769,3.793768,0.533824,0.845595
3.546649,3.879114,0.536445,0.843935
3.600914,3.964480,0.539685,0.841867
3.655660,4.049873,0.543706,0.839276
3.711010,4.135302,0.548712,0.836012
3.767121,4.220777,0.554958,0.831878
3.824196,4.306308,0.562769,0.826614
3.882496,4.391902,0.572545,0.819873
3.942356,4.477562,0.584788,0.811186
4.004215,4.563277,0.600109,0.799918
4.068643,4.649011,0.619248,0.785196
4.136385,4.734677,0.643071,0.765807
4.208418,4.820101,0.672549,0.740053
4.286028,4.904945,0.708676,0.705534
4.370903,4.988579,0.752280,0.658843
4.465240,5.069864,0.803615,0.595149
4.571842,5.146758,0.861546,0.507679
4.694131,5.215657,0.921983,0.387231
4.835855,5.270290,0.975014,0.222145
5.000000,5.300000,1.000000,0.000000
