1.000000,0.000000,0.000000,1.000000
1.000000,0.100000,0.169778,0.985482
1.016978,0.198548,0.298043,0.954553
1.046782,0.294003,0.394028,0.919099
1.086185,0.385913,0.465767,0.884908
1.132761,0.474404,0.519548,0.854441
1.184716,0.559848,0.560073,0.828443
1.240724,0.642693,0.590791,0.806825
1.299803,0.723375,0.614217,0.789137
1.361224,0.802289,0.632186,0.774816
1.424443,0.879770,0.646047,0.763298
1.489048,0.956100,0.656793,0.754071
1.554727,1.031507,0.665165,0.746697
1.621243,1.106177,0.671717,0.740808
1.688415,1.180258,0.676868,0.736105
1.756102,1.253868,0.680935,0.732344
1.824195,1.327103,0.684161,0.729331
1.892611,1.400036,0.686731,0.726912
1.961285,1.472727,0.688789,0.724961
2.030163,1.545223,0.690447,0.723383
2.099208,1.617561,0.691789,0.722100
2.168387,1.689771,0.692883,0.721050
2.237675,1.761876,0.693783,0.720184
2.307054,1.833895,0.694529,0.719465
2.376506,1.905841,0.695154,0.718861
2.446022,1.977727,0.695686,0.718346
2.515590,2.049562,0.696145,0.717901
2.585205,2.121352,0.696552,0.717507
2.654860,2.193103,0.696922,0.717147
2.724552,2.264817,0.697273,0.716805
2.794280,2.336498,0.697632,0.716456
2.864043,2.408144,0.698045,0.716054
2.933847,2.479749,0.698686,0.715428
2.999768,2.546375,0.698361,0.715746
3.069604,2.617950,0.697866,0.716228
3.139390,2.689572,0.697489,0.716595
3.209139,2.761232,0.697142,0.716933
3.278854,2.832925,0.696790,0.717275
3.348533,2.904653,0.696414,0.717640
3.418174,2.976417,0.695997,0.718045
3.487774,3.048221,0.695522,0.718505
3.557326,3.120072,0.694970,0.719038
3.626823,3.191976,0.694320,0.719667
3.696255,3.263942,0.693543,0.720415
3.765609,3.335984,0.692606,0.721316
3.834870,3.408115,0.691466,0.722409
3.904016,3.480356,0.690069,0.723744
3.973023,3.552731,0.688347,0.725382
4.041858,3.625269,0.686210,0.727403
4.110479,3.698009,0.683548,0.729906
4.178834,3.771000,0.680212,0.733015
4.246855,3.844301,0.676016,0.736887
4.314457,3.917990,0.670715,0.741716
4.381528,3.992161,0.663987,0.747745
4.447927,4.066936,0.655412,0.755272
4.513468,4.142463,0.644434,0.764660
4.577911,4.218929,0.630312,0.776342
4.640942,4.296563,0.612055,0.790815
4.702148,4.375645,0.588324,0.808626
4.760980,4.456507,0.557299,0.830312
4.816710,4.539539,0.516498,0.856288
4.868360,4.625167,0.462532,0.886603
4.914613,4.713828,0.390801,0.920475
4.953693,4.805875,0.295181,0.955441
4.983211,4.901419,0.167886,0.985806
5.000000,5.000000,0.000000,1.000000
