-0.100000,6.000000,0.000000,1.000000,-1
-0.098112,6.011585,0.017389,0.999849,-1
-0.096223,6.023169,0.034814,0.999394,-1
-0.094335,6.034754,0.052261,0.998633,-1
-0.092446,6.046338,0.069714,0.997567,-1
-0.090558,6.057923,0.087156,0.996195,-1
-0.088670,6.069507,0.104571,0.994517,-1
-0.086781,6.081092,0.121943,0.992537,-1
-0.084893,6.092676,0.139257,0.990256,-1
-0.083004,6.104261,0.156497,0.987678,-1
-0.081116,6.115846,0.173648,0.984808,-1
-0.077245,6.126926,0.190746,0.981639,-1
-0.073373,6.138007,0.207828,0.978165,-1
-0.069502,6.149088,0.224878,0.974387,-1
-0.065631,6.160168,0.241881,0.970306,-1
-0.061759,6.171249,0.258819,0.965926,-1
-0.057888,6.182329,0.275678,0.961250,-1
-0.054016,6.193410,0.292443,0.956283,-1
-0.050145,6.204491,0.309098,0.951030,-1
-0.046274,6.215571,0.325628,0.945498,-1
-0.042402,6.226652,0.342020,0.939693,-1
-0.036666,6.236892,0.358308,0.933603,-1
-0.030929,6.247132,0.374528,0.927216,-1
-0.025192,6.257372,0.390662,0.920534,-1
-0.019456,6.267612,0.406698,0.913563,-1
-0.013719,6.277852,0.422618,0.906308,-1
-0.007982,6.288092,0.438409,0.898775,-1
-0.002246,6.298332,0.454057,0.890973,-1
0.003491,6.308572,0.469547,0.882908,-1
0.009228,6.318813,0.484865,0.874589,-1
0.014964,6.329053,0.500000,0.866025,-1
0.022392,6.338141,0.514983,0.857200,-1
0.029820,6.347229,0.529847,0.848093,-1
0.037247,6.356318,0.544576,0.838711,-1
0.044675,6.365406,0.559158,0.829061,-1
0.052103,6.374494,0.573576,0.819152,-1
0.059530,6.383583,0.587820,0.808992,-1
0.066958,6.392671,0.601875,0.798591,-1
0.074386,6.401759,0.615729,0.787958,-1
0.081813,6.410847,0.629370,0.777106,-1
0.089241,6.419936,0.642788,0.766044,-1
0.098134,6.427596,0.656011,0.754751,-1
0.107027,6.435257,0.669067,0.743202,-1
0.115920,6.442917,0.681944,0.731405,-1
0.124813,6.450578,0.694628,0.719369,-1
0.133706,6.458238,0.707107,0.707107,-1
0.142599,6.465898,0.719369,0.694628,-1
0.151492,6.473559,0.731405,0.681944,-1
0.160385,6.481219,0.743202,0.669067,-1
0.169278,6.488880,0.754751,0.656011,-1
0.178171,6.496540,0.766044,0.642788,-1
0.188259,6.502540,0.777106,0.629370,-1
0.198348,6.508540,0.787958,0.615729,-1
0.208436,6.514540,0.798591,0.601875,-1
0.218524,6.520539,0.808992,0.587820,-1
0.228612,6.526539,0.819152,0.573576,-1
0.238700,6.532539,0.829061,0.559158,-1
0.248788,6.538539,0.838711,0.544576,-1
0.258876,6.544539,0.848093,0.529847,-1
0.268964,6.550539,0.857200,0.514983,-1
0.279053,6.556538,0.866025,0.500000,-1
0.289480,6.560937,0.872539,0.488545,-1
0.299907,6.565337,0.878910,0.476989,-1
0.310334,6.569736,0.885134,0.465337,-1
0.320761,6.574135,0.891207,0.453596,-1
0.331188,6.578534,0.897127,0.441772,-1
0.341615,6.582933,0.902891,0.429870,-1
0.352042,6.587332,0.908494,0.417898,-1
0.362469,6.591731,0.913935,0.405860,-1
0.372896,6.596130,0.919211,0.393765,-1
0.383323,6.600530,0.924320,0.381618,-1
0.393812,6.603755,0.927995,0.372593,-1
0.404302,6.606981,0.931584,0.363526,-1
0.414791,6.610206,0.935087,0.354419,-1
0.425280,6.613432,0.938502,0.345275,-1
0.435770,6.616657,0.941828,0.336096,-1
0.446259,6.619883,0.945064,0.326885,-1
0.456748,6.623108,0.948210,0.317645,-1
0.467238,6.626334,0.951264,0.308378,-1
0.477727,6.629559,0.954226,0.299087,-1
0.488217,6.632785,0.957095,0.289775,-1
0.498660,6.635175,0.959138,0.282939,-1
0.509103,6.637565,0.961133,0.276086,-1
0.519547,6.639955,0.963079,0.269217,-1
0.529990,6.642345,0.964977,0.262333,-1
0.540433,6.644735,0.966826,0.255435,-1
0.550876,6.647125,0.968626,0.248524,-1
0.561320,6.649515,0.970376,0.241600,-1
0.571763,6.651905,0.972076,0.234666,-1
0.582206,6.654295,0.973726,0.227722,-1
0.592650,6.656685,0.975326,0.220770,-1
0.603010,6.658487,0.976452,0.215737,-1
0.613370,6.660290,0.977551,0.210698,-1
0.623730,6.662093,0.978625,0.205652,-1
0.634090,6.663896,0.979673,0.200600,-1
0.644450,6.665698,0.980695,0.195543,-1
0.654809,6.667501,0.981691,0.190480,-1
0.665169,6.669304,0.982661,0.185413,-1
0.675529,6.671106,0.983604,0.180341,-1
0.685889,6.672909,0.984521,0.175265,-1
0.696249,6.674712,0.985412,0.170186,-1
0.706522,6.676107,0.986029,0.166572,-1
0.716794,6.677502,0.986633,0.162956,-1
0.727066,6.678898,0.987224,0.159338,-1
0.737338,6.680293,0.987802,0.155717,-1
0.747610,6.681688,0.988366,0.152094,-1
0.757883,6.683083,0.988917,0.148469,-1
0.768155,6.684479,0.989455,0.144842,-1
0.778427,6.685874,0.989979,0.141213,-1
0.788699,6.687269,0.990490,0.137583,-1
0.798972,6.688665,0.990988,0.133951,-1
0.809165,6.689782,0.991326,0.131424,-1
0.819359,6.690899,0.991658,0.128896,-1
0.829553,6.692017,0.991984,0.126367,-1
0.839747,6.693134,0.992303,0.123837,-1
0.849941,6.694251,0.992615,0.121306,1
0.860135,6.695369,0.992921,0.118774,1
0.870329,6.696486,0.993221,0.116242,1
0.880523,6.697603,0.993514,0.113709,1
0.890717,6.698721,0.993801,0.111175,1
0.900911,6.699838,0.994081,0.108641,1
0.911040,6.700770,0.994267,0.106926,1
0.921170,6.701702,0.994450,0.105212,1
0.931300,6.702634,0.994630,0.103496,1
0.941429,6.703566,0.994807,0.101781,1
0.951559,6.704498,0.994981,0.100065,1
0.961689,6.705430,0.995152,0.098349,1
0.971818,6.706362,0.995320,0.096632,1
0.981948,6.707294,0.995485,0.094916,1
0.992078,6.708227,0.995648,0.093199,1
1.002207,6.709159,0.995807,0.091481,1
1.012287,6.709971,0.995909,0.090360,1
1.022367,6.710783,0.996010,0.089238,1
1.032447,6.711596,0.996110,0.088117,1
1.042527,6.712408,0.996209,0.086995,1
1.052607,6.713220,0.996306,0.085873,1
1.062687,6.714032,0.996402,0.084751,1
1.072767,6.714845,0.996497,0.083629,1
1.082847,6.715657,0.996591,0.082507,1
1.092927,6.716469,0.996683,0.081384,1
1.103007,6.717282,0.996774,0.080262,1
1.113050,6.718019,0.996830,0.079559,1
1.123094,6.718757,0.996886,0.078855,1
1.133137,6.719495,0.996941,0.078152,1
1.143181,6.720232,0.996996,0.077449,1
1.153224,6.720970,0.997051,0.076745,1
1.163268,6.721708,0.997105,0.076042,1
1.173311,6.722445,0.997158,0.075338,1
1.183355,6.723183,0.997211,0.074635,1
1.193398,6.723921,0.997263,0.073931,1
1.203442,6.724658,0.997315,0.073228,1
1.213459,6.725352,0.997346,0.072811,1
1.223477,6.726046,0.997376,0.072395,1
1.233495,6.726739,0.997406,0.071979,1
1.243513,6.727433,0.997436,0.071562,1
1.253530,6.728126,0.997466,0.071146,1
1.263548,6.728820,0.997496,0.070729,1
1.273566,6.729514,0.997525,0.070313,1
1.283584,6.730207,0.997554,0.069896,1
1.293601,6.730901,0.997583,0.069480,1
1.303619,6.731594,0.997612,0.069063,1
1.313619,6.732264,0.997628,0.068839,1
1.323619,6.732934,0.997643,0.068615,1
1.333619,6.733604,0.997659,0.068391,1
1.343619,6.734274,0.997674,0.068167,1
1.353619,6.734943,0.997689,0.067944,1
1.363620,6.735613,0.997704,0.067720,1
1.373620,6.736283,0.997720,0.067496,1
1.383620,6.736953,0.997735,0.067272,1
1.393620,6.737622,0.997750,0.067048,1
1.403620,6.738292,0.997765,0.066824,1
1.413608,6.738951,0.997771,0.066726,1
1.423596,6.739610,0.997778,0.066628,1
1.433584,6.740269,0.997784,0.066530,1
1.443572,6.740928,0.997791,0.066432,1
1.453560,6.741588,0.997797,0.066334,1
1.463548,6.742247,0.997804,0.066236,1
1.473536,6.742906,0.997810,0.066138,1
1.483524,6.743565,0.997817,0.066040,1
